prior,iteration,log_X,order_mean,order_std,order_q16,order_q50,order_q84,symmetry_mean,symmetry_std,symmetry_q16,symmetry_q50,symmetry_q84,ising_mean,ising_std,ising_q16,ising_q50,ising_q84,n_runs
cppn,65,-1.32,0.09897099833098515,0.01596450160408268,0.08401558609780156,0.10357579294110184,0.1133931161973433,0.6216015625,0.08308925232868003,0.556296875,0.634375,0.6946249999999999,0.9783770161290322,0.001670841383125233,0.9772580645161291,0.978578629032258,0.9798387096774194,10
cppn,66,-1.34,0.10204232385823239,0.0171373075220902,0.08542554915484908,0.10380333146482568,0.11605619430270611,0.5054296875000001,0.08716151085236441,0.4351875,0.479296875,0.5901875,0.9800403225806452,0.0012617596341074789,0.9787701612903226,0.9800907258064516,0.9814112903225807,10
cppn,67,-1.36,0.10285477073228091,0.016537339572585928,0.08584686376819094,0.10461786496573566,0.11654824980242656,0.5758984375,0.1128214522191488,0.459203125,0.584375,0.6656875,0.9784274193548386,0.00265435721211444,0.9766935483870968,0.9790826612903225,0.980625,10
cppn,68,-1.38,0.10451295386898263,0.01622499163189132,0.08815435191884774,0.10609873947846707,0.11831848878008072,0.5610156249999999,0.09561846099193022,0.45140624999999995,0.5677734375,0.654546875,0.9790826612903224,0.002460654992586823,0.9773185483870968,0.979586693548387,0.9808467741935484,10
cppn,69,-1.4,0.10725495293565424,0.01585654075872747,0.09379945316910598,0.10986505885060356,0.12157344844416802,0.5774609374999999,0.0984423310239802,0.474171875,0.56953125,0.676421875,0.9785282258064514,0.0021931678591506215,0.9760282258064517,0.978578629032258,0.980625,10
cppn,70,-1.42,0.10958263982914736,0.01632543647712862,0.09488063844220293,0.110915165053595,0.12339287231865956,0.6104296875,0.09185790487509789,0.55065625,0.6119140625,0.660546875,0.9772681451612902,0.0039505755578294844,0.9764717741935484,0.9783266129032258,0.9788306451612903,10
cppn,71,-1.44,0.11120641345201006,0.01591147084856388,0.09538825779960267,0.11456941034291157,0.1237732228786505,0.5131640625,0.09228603233894853,0.43071875,0.480859375,0.5774374999999999,0.9784274193548386,0.00253468039860834,0.9755241935483872,0.9788306451612903,0.9809072580645161,10
cppn,72,-1.46,0.11410935597173374,0.016625510423855953,0.09584963386960245,0.11680707417725106,0.1280780651498132,0.5233593750000001,0.09227735145751578,0.42012499999999997,0.5169921875,0.62128125,0.9790826612903224,0.0017661118986583102,0.9780443548387097,0.9790826612903225,0.9808467741935484,10
cppn,73,-1.48,0.11587674765419682,0.01679791964559794,0.0980050966029098,0.11869156167748485,0.1291959471135259,0.5397265625,0.08880228380048243,0.428,0.5466796875,0.63125,0.9781754032258062,0.0022040808062644447,0.9759677419354839,0.9780745967741935,0.9804032258064516,10
cppn,74,-1.5,0.11789054695648835,0.016293107702712813,0.10017186081650849,0.119589993933299,0.13337556472593542,0.5342187500000001,0.08440316691631583,0.4341875,0.5572265625,0.5891093749999999,0.9778729838709678,0.0026823904560119203,0.9750604838709678,0.9783266129032258,0.9801814516129032,10
cppn,75,-1.52,0.11861472150599425,0.01604264713973967,0.10145657024967968,0.1202619822701612,0.1337464178702913,0.5533984375000001,0.10116274995045885,0.44446875,0.5431640625,0.652375,0.9775201612903226,0.002604979495069113,0.9754032258064517,0.9780745967741935,0.9798387096774194,10
cppn,76,-1.54,0.11977704870958132,0.01574771025171544,0.10200860889054562,0.12108212473236134,0.13508909172769365,0.51984375,0.10338374395162357,0.407296875,0.5248046875000001,0.60834375,0.9785282258064514,0.0015616868331481363,0.9772580645161291,0.9788306451612903,0.979616935483871,10
cppn,77,-1.56,0.12174761373969059,0.016087742310772916,0.10427876326871074,0.1229131930605343,0.13693607283486636,0.5204296875,0.09091582772310472,0.44109375,0.502734375,0.6207499999999999,0.9776209677419354,0.002539131113886088,0.9758064516129032,0.9778225806451613,0.9801209677419355,10
cppn,78,-1.58,0.12360566814023488,0.014771043290055645,0.10916705681328605,0.12365565694900998,0.13831010536640637,0.5241796875,0.08114924517123975,0.464953125,0.528125,0.571625,0.9777721774193548,0.0017693055936694544,0.9761895161290323,0.9773185483870968,0.9798387096774194,10
cppn,79,-1.6,0.1267090886456154,0.014104922135382664,0.11077065379001279,0.1283321253483597,0.1405459371490322,0.5154687499999999,0.11087424228375374,0.403375,0.5025390625,0.60790625,0.977016129032258,0.004137296766564882,0.9768145161290323,0.9783266129032258,0.9791129032258064,10
cppn,80,-1.62,0.12846131239636513,0.014226137372410718,0.11176083469462063,0.13026715084618462,0.1412786218975264,0.5064453125,0.11786109216778667,0.39584375,0.48964843750000003,0.608484375,0.9776713709677418,0.0019163539479312764,0.9755241935483872,0.9780745967741935,0.9793951612903226,10
cppn,81,-1.64,0.13043336549361922,0.013991966241903776,0.1138692127787782,0.13351733512827318,0.14236623073386656,0.5126171875000001,0.06658448558155712,0.464609375,0.509765625,0.573046875,0.9773185483870966,0.001593889949681621,0.9759677419354839,0.9773185483870968,0.9783870967741934,10
cppn,82,-1.66,0.13304564737520855,0.014316413132223666,0.11827723916970194,0.13364771439528428,0.14741318766759456,0.5071093750000001,0.053582841252924535,0.45506250000000004,0.5257812500000001,0.5527656249999999,0.9779233870967742,0.0014800212060178152,0.9762500000000001,0.9778225806451613,0.979616935483871,10
cppn,83,-1.68,0.13456991419169992,0.014909932724593986,0.11970081116445731,0.13520682418046362,0.1486810947394672,0.5874609375000001,0.12908873473314525,0.493421875,0.569140625,0.698078125,0.9748487903225808,0.004742845645255416,0.9706854838709678,0.9765625,0.9783266129032258,10
cppn,84,-1.7,0.13686106202299828,0.014898236963792551,0.12087026046552639,0.13604675977676273,0.15058746548255464,0.5133203125,0.09098058867546148,0.43059375,0.4859375,0.56978125,0.975655241935484,0.0034924420661541764,0.9747379032258066,0.9763104838709677,0.9778225806451613,10
cppn,85,-1.72,0.13893708560028495,0.015209112936797114,0.12396432867791447,0.13777792888400184,0.15218814196899377,0.5504296875,0.11970904787945533,0.454578125,0.5310546875,0.627078125,0.9756552419354838,0.004250705246587121,0.9747983870967742,0.9760584677419355,0.978891129032258,10
cppn,86,-1.74,0.1399296730764526,0.015218281699345781,0.12471873832315981,0.13869287448808637,0.1530824446449421,0.519921875,0.11652823818774094,0.44554687499999995,0.5076171875,0.5535625,0.9762600806451612,0.003535818124005631,0.9755241935483872,0.9773185483870968,0.9783870967741934,10
cppn,87,-1.76,0.14125322405711938,0.01511217813437215,0.12616187798829184,0.14028045876444206,0.15402637986621132,0.5428125,0.08035409340967621,0.473734375,0.54375,0.627765625,0.975756048387097,0.0031382501784075817,0.9742943548387097,0.9760584677419355,0.9783870967741934,10
